"","pfam_desc","gene_name1"
"21114","BTB/POZ domain","AT1G04390"
"21115","NifU-like domain","AT1G51390"
"21116","Scaffold protein Nfu/NifU N terminal","AT1G51390"
"21117","Terpene synthase family, metal binding domain","AT3G14540"
"21118","Terpene synthase, N-terminal domain","AT3G14540"
"21119","D-mannose binding lectin","AT1G61390"
"21120","Plant pleckstrin homology-like region","AT5G47440"
"21121","Plant protein of unknown function (DUF828)","AT5G47440"
"21122","Protein of unknown function DUF260","AT3G03760"
"21123","Phosphoadenosine phosphosulfate reductase family","AT5G03430"
"21124","Probable molybdopterin binding domain","AT5G03430"
"21125","GTPase of unknown function","AT2G22870"
"21126","Protein of unknown function (DUF295)","AT1G27580"
"21127","C-terminal, D2-small domain, of ClpB protein","AT2G25140"
"21128","AAA domain (Cdc48 subfamily)","AT2G25140"
"21129","ATPase family associated with various cellular activities (AAA)","AT2G25140"
"21130","Clp amino terminal domain","AT2G25140"
"21131","F-box domain","AT5G38390"
"21132","Protein of unknown function (DUF1352)","AT5G51510"
"21133","Paired amphipathic helix repeat","AT1G27250"
"21134","Protein of unknown function (DUF1442)","AT5G62280"
"21135","Protein of unknown function (DUF688)","AT3G61840"
"21136","UDP-glucoronosyl and UDP-glucosyl transferase","AT5G05890"
"21137","Eukaryotic aspartyl protease","AT5G10080"
"21138","Protein of unknown function (DUF2012)","AT4G32130"
"21139","Pre-mRNA cleavage complex II protein Clp1","AT5G39920"
"21140","ThiF family","AT5G50580"
"21141","Myb-like DNA-binding domain","AT5G07210"
"21142","Response regulator receiver domain","AT5G07210"
"21143","C1 domain","AT2G17590"
"21144","C1-like domain","AT2G17590"
"21145","HEAT repeat","AT2G01690"
"21146","Domain of unknown function (DUF3434)","AT2G01690"
"21147","alpha/beta hydrolase fold","AT5G41900"
"21148","Glycosyl hydrolase family 14","AT5G18670"
"21149","Molybdopterin-binding domain of aldehyde dehydrogenase","AT3G04390"
"21150","Myb-like DNA-binding domain","AT4G00540"
"21151","Myb-like DNA-binding domain","AT4G36570"
"21152","Apoptosis inhibitory protein 5 (API5)","AT3G19515"
"21153","Protein tyrosine kinase","AT1G51940"
"21154","Plant protein of unknown function (DUF869)","AT2G23360"
"21155","SRF-type transcription factor (DNA-binding and dimerisation domain)","AT4G11250"
"21156","Agenet domain","AT1G03300"
"21157","Protein of unknown function (DUF724)","AT1G03300"
"21158","Ubiquitin-conjugating enzyme","AT4G36410"
"21159","C1 domain","AT2G28270"
"21160","C1-like domain","AT2G28270"
"21161","AP2 domain","AT4G25490"
"21162","Pectinesterase","AT5G18990"
"21163","Arabidopsis proteins of unknown function","AT4G23350"
"21164","Metallo-beta-lactamase superfamily","AT4G03610"
"21165","Response regulator receiver domain","AT5G62120"
"21166","ENTH domain","AT5G11710"
"21167","Endonuclease/Exonuclease/phosphatase family","AT2G32010"
"21168","Plant invertase/pectin methylesterase inhibitor","AT1G55770"
"21169","U-box domain","AT3G61390"
"21170","Plant invertase/pectin methylesterase inhibitor","AT5G49180"
"21171","Pectinesterase","AT5G49180"
"21172","Whirly transcription factor","AT1G14410"
"21173","Zinc finger, C3HC4 type (RING finger)","AT3G05545"
"21174","Leucine rich repeat N-terminal domain","AT5G25930"
"21175","Leucine Rich Repeat","AT5G25930"
"21176","Protein kinase domain","AT5G25930"
"21177","Dof domain, zinc finger","AT5G62430"
"21178","Protein of unknown function, DUF538","AT5G49600"
"21179","Pathogenesis-related protein Bet v I family","AT1G23120"
"21180","Endonuclease/Exonuclease/phosphatase family","AT1G02270"
"21181","Aldehyde dehydrogenase family","AT3G48170"
"21182","Putative methyltransferase","AT4G18030"
"21183","PPR repeat","AT1G03540"
"21184","Sugar (and other) transporter","AT4G04760"
"21185","Protein of unknown function (DUF1264)","AT2G31985"
"21186","Glycosyl hydrolase family 3 C terminal domain","AT1G78060"
"21187","Glycosyl hydrolase family 3 N terminal domain","AT1G78060"
"21188","Glycosyl hydrolase family 9","AT1G70710"
"21189","Ankyrin repeat","AT3G04140"
"21190","DnaJ domain","AT4G13830"
"21191","SOR/SNZ family","AT5G01410"
"21192","Sec20","AT2G35190"
"21193","Cytochrome c oxidase subunit Vb","AT1G80230"
"21194","PB1 domain","AT1G70640"
"21195","Helix-loop-helix DNA-binding domain","AT1G74500"
"21196","GDSL-like Lipase/Acylhydrolase","AT1G20130"
"21197","Sulfotransferase domain","AT1G13420"
"21198","Glycosyl hydrolases family 28","AT1G70500"
"21199","Regulator of chromosome condensation (RCC1) repeat","AT5G19420"
"21200","Disease resistance/zinc finger/chromosome condensation-like region","AT5G19420"
"21201","FYVE zinc finger","AT5G19420"
"21202","Conserved region of Rad21 / Rec8 like protein","AT5G16270"
"21203","N terminus of Rad21 / Rec8 like protein","AT5G16270"
"21204","Protein of unknown function, DUF617","AT5G06990"
"21205","ARP2/3 complex 16 kDa subunit (p16-Arc)","AT5G65274"
"21206","Protein of unknown function (DUF640)","AT3G23290"
"21207","Protein of unknown function (DUF1218)","AT4G27435"
"21208","F-box domain","AT4G39590"
"21209","Kelch motif","AT4G39590"
"21210","Glycosyl hydrolase family 9","AT1G19940"
"21211","cwf21","AT3G49601"
"21212","F-box domain","AT1G70590"
"21213","Sel1 repeat","AT1G70590"
"21214","Plant mobile domain","AT1G32120"
"21215","Family of unknown function (DUF716)","AT1G32120"
"21216","bZIP transcription factor","AT5G07160"
"21217","Major Facilitator Superfamily","AT3G60070"
"21218","Protein kinase domain","AT4G01370"
"21219","Domain of unknown function (DUF296)","AT3G60870"
"21220","ELMO/CED-12 family","AT2G44770"
"21221","SPFH domain / Band 7 family","AT3G01290"
"21222","Di-glucose binding within endoplasmic reticulum","AT1G29740"
"21223","Protein kinase domain","AT1G29740"
"21224","Zinc finger, C3HC4 type (RING finger)","AT3G14320"
"21225","ABC transporter","AT2G13610"
"21226","ABC-2 type transporter","AT2G13610"
"21227","F-box associated","AT3G16020"
"21228","RecF/RecN/SMC N terminal domain","AT5G15920"
"21229","Glycosyl hydrolases family 28","AT5G41870"
"21230","MSP (Major sperm protein) domain","AT5G54110"
"21231","TBC domain","AT2G19240"
"21232","Glutathione S-transferase, C-terminal domain","AT2G02930"
"21233","Glutathione S-transferase, N-terminal domain","AT2G02930"
"21234","bZIP transcription factor","AT4G02640"
"21235","Basic leucine-zipper C terminal","AT4G02640"
"21236","F-box domain","AT4G39580"
"21237","Kelch motif","AT4G39580"
"21238","Chromosome segregation protein Spc25","AT3G48210"
"21239","Zinc finger, C3HC4 type (RING finger)","AT5G44280"
"21240","Glutaredoxin","AT1G06830"
"21241","Zinc finger, C3HC4 type (RING finger)","AT5G56340"
"21242","alpha/beta hydrolase fold","AT2G45600"
"21243","No apical meristem (NAM) protein","AT2G18060"
"21244","short chain dehydrogenase","AT2G47140"
"21245","Ribosomal L32p protein family","ATCG01020"
"21246","Isoprenylcysteine carboxyl methyltransferase (ICMT) family","AT5G23320"
"21247","Glycine cleavage T-protein C-terminal barrel domain","AT4G12130"
"21248","Aminomethyltransferase folate-binding domain","AT4G12130"
"21249","Ribosomal protein S8","ATCG00770"
"21250","Protein of unknown function (DUF1253)","AT1G17690"
"21251","Natural resistance-associated macrophage protein","AT1G15960"
"21252","Annexin","AT2G38760"
"21253","Glycosyltransferase family 20","AT1G78580"
"21254","Trehalose-phosphatase","AT1G78580"
"21255","NB-ARC domain","AT1G17615"
"21256","TIR domain","AT1G17615"
"21257","DNA binding protein S1FA","AT3G09735"
"21258","Helix-loop-helix DNA-binding domain","AT4G25410"
"21259","Berberine and berberine like","AT4G20840"
"21260","FAD binding domain","AT4G20840"
"21261","Calcineurin-like phosphoesterase","AT5G63140"
"21262","DIL domain","AT5G20470"
"21263","BOP1NT (NUC169) domain","AT2G40360"
"21264","WD domain, G-beta repeat","AT2G40360"
"21265","Exostosin family","AT1G74680"
"21266","WD domain, G-beta repeat","AT1G55680"
"21267","Mitochondrial carrier protein","AT3G53940"
"21268","ABC1 family","AT1G11390"
"21269","BolA-like protein","AT5G17560"
"21270","Protein kinase domain","AT4G04632"
"21271","DNA replication factor CDT1 like","AT3G54710"
"21272","Protein of unknown function (DUF339)","AT5G51040"
"21273","Enhancer of polycomb-like","AT1G16690"
"21274","Type III restriction enzyme, res subunit","AT5G41370"
"21275","Helicase conserved C-terminal domain","AT5G41370"
"21276","Wall-associated kinase","AT1G16130"
"21277","Protein kinase domain","AT1G16130"
"21278","Plant invertase/pectin methylesterase inhibitor","AT5G53370"
"21279","Pectinesterase","AT5G53370"
"21280","Cathepsin propeptide inhibitor domain (I29)","AT3G48340"
"21281","Papain family cysteine protease","AT3G48340"
"21282","short chain dehydrogenase","AT5G50590"
"21283","PPR repeat","AT3G28640"
"21284","Remorin, C-terminal region","AT1G69325"
"21285","NB-ARC domain","AT3G07040"
"21286","Leucine Rich Repeat","AT3G07040"
"21287","Uncharacterised protein family UPF0546","AT5G19570"
"21288","Phosphate-induced protein 1 conserved region","AT5G51550"
"21289","Plastocyanin-like domain","AT1G22480"
"21290","F-box domain","AT1G67623"
"21291","Domain of unknown function (DUF296)","AT5G51590"
"21292","Glycosyl hydrolases family 31","AT5G63840"
"21293","Domain of unknown function (DUF1977)","AT5G49060"
"21294","DnaJ domain","AT5G49060"
"21295","P21-Rho-binding domain","AT4G04900"
"21296","Fasciclin domain","AT5G55730"
"21297","HD-ZIP protein N terminus","AT4G17460"
"21298","Homeobox domain","AT4G17460"
"21299","Homeobox associated leucine zipper","AT4G17460"
"21300","Leucine Rich Repeat","AT1G12970"
"21301","RNA polymerase Rpb3/Rpb11 dimerisation domain","AT2G29540"
"21302","YDG/SRA domain","AT1G57820"
"21303","Zinc finger, C3HC4 type (RING finger)","AT1G57820"
"21304","Domain of unknown function DUF26","AT4G11480"
"21305","Protein tyrosine kinase","AT4G11480"
"21306","F-box domain","AT1G30780"
"21307","F-box associated","AT1G30780"
"21308","DEAD/DEAH box helicase","AT2G47330"
"21309","Helicase conserved C-terminal domain","AT2G47330"
"21310","CCT motif","AT5G41380"
"21311","UbiA prenyltransferase family","AT3G11945"
"21312","Chlorophyll A-B binding protein","AT1G76570"
"21313","Peroxidase","AT4G35000"
"21314","Lipase (class 3)","AT1G06250"
"21315","F-box associated","AT1G30925"
"21316","Thioredoxin","AT1G34780"
"21317","Glycosyltransferase family 17","AT2G13290"
"21318","Myosin head (motor domain)","AT1G50360"
"21319","IQ calmodulin-binding motif","AT1G50360"
"21320","NmrA-like family","AT1G75300"
"21321","Uncharacterized conserved protein (DUF2346)","AT1G52825"
"21322","Cholesterol-capturing domain","AT2G40095"
"21323","BSD domain","AT1G10720"
"21324","AP2 domain","AT1G22190"
"21325","Glutaredoxin","AT1G32760"
"21326","NPH3 family","AT5G64330"
"21327","PPR repeat","AT1G03100"
"21328","Nodulin-like","AT5G50630"
"21329","U-box domain","AT2G45920"
"21330","Glycosyl hydrolase family 3 C terminal domain","AT3G47000"
"21331","Glycosyl hydrolase family 3 N terminal domain","AT3G47000"
"21332","Eukaryotic initiation factor 4E","AT1G29550"
"21333","Mitochondrial glycoprotein","AT4G31930"
"21334","EamA-like transporter family","AT1G28230"
"21335","Triose-phosphate Transporter family","AT1G28230"
"21336","Protein tyrosine kinase","AT4G23240"
"21337","Beige/BEACH domain","AT3G60920"
"21338","E1-E2 ATPase","AT2G19110"
"21339","haloacid dehalogenase-like hydrolase","AT2G19110"
"21340","Histone deacetylase (HDAC) interacting","AT1G59890"
"21341","Paired amphipathic helix repeat","AT1G59890"
"21342","Transcription factor TFIID (or TATA-binding protein, TBP)","AT1G55520"
"21343","PPR repeat","AT5G13770"
"21344","Protein kinase domain","AT3G10540"
"21345","Myb-like DNA-binding domain","AT1G66380"
"21346","Photosystem I reaction centre subunit III","AT1G31330"
"21347","Chlorophyll A-B binding protein","AT4G14690"
"21348","PPR repeat","AT3G23020"
"21349","Peroxidase","AT1G77100"
"21350","Glutamine amidotransferases class-II","AT2G16570"
"21351","Phosphoribosyl transferase domain","AT2G16570"
"21352","Ribosomal L15","AT4G17390"
"21353","Calponin homology (CH) domain","AT3G47690"
"21354","EB1-like C-terminal motif","AT3G47690"
"21355","Berberine and berberine like","AT4G20830"
"21356","FAD binding domain","AT4G20830"
"21357","Cytochrome C biogenesis protein transmembrane region","AT5G54290"
"21358","Protein of unknown function (DUF789)","AT1G17830"
"21359","Plastocyanin-like domain","AT1G08500"
"21360","Protein kinase domain","AT4G33950"
"21361","Protein of unknown function, DUF607","AT4G36820"
"21362","F-box domain","AT2G18780"
"21363","F-box associated","AT2G18780"
"21364","Sugar (and other) transporter","AT1G30220"
"21365","Serine carboxypeptidase","AT5G22980"
"21366","Cullin family","AT3G46910"
"21367","Dehydrogenase E1 component","AT1G21400"
"21368","Protein of unknown function (DUF295)","AT5G03390"
"21369","Ribosomal protein L13e","AT5G23900"
"21370","Protein of unknown function (DUF1278)","AT1G76750"
"21371","BTB/POZ domain","AT3G57130"
"21372","Bacterial extracellular solute-binding proteins, family 3","AT2G29110"
"21373","Ligand-gated ion channel","AT2G29110"
"21374","Receptor family ligand binding region","AT2G29110"
"21375","GATA zinc finger","AT3G50870"
"21376","AN1-like Zinc finger","AT2G27580"
"21377","A20-like zinc finger","AT2G27580"
"21378","EF hand","AT2G41090"
"21379","U-box domain","AT5G18330"
"21380","Protein of unknown function (DUF2781)","AT1G05210"
"21381","Plant invertase/pectin methylesterase inhibitor","AT2G47030"
"21382","Pectinesterase","AT2G47030"
"21383","Protein kinase domain","AT1G49730"
"21384","Legume lectin domain","AT3G16530"
"21385","S locus-related glycoprotein 1 binding pollen coat protein (SLR1-BP)","AT4G30067"
"21386","hAT family dimerisation domain","AT3G42170"
"21387","BED zinc finger","AT3G42170"
"21388","Ribosomal protein L5","AT3G58700"
"21389","ribosomal L5P family C-terminus","AT3G58700"
"21390","Homeobox domain","AT5G46880"
"21391","START domain","AT5G46880"
"21392","Transmembrane amino acid transporter protein","AT1G77690"
"21393","56kDa selenium binding protein (SBP56)","AT3G23800"
"21394","Protein kinase domain","AT2G29000"
"21395","Peptidase family M20/M25/M40","AT1G44820"
"21396","SAM domain (Sterile alpha motif)","AT1G80520"
"21397","14-3-3 protein","AT3G02520"
"21398","Alcohol dehydrogenase GroES-like domain","AT4G22110"
"21399","Zinc-binding dehydrogenase","AT4G22110"
"21400","Protein tyrosine kinase","AT3G46400"
"21401","F-box associated","AT1G53325"
"21402","UBX domain","AT4G10790"
"21403","Myb-like DNA-binding domain","AT2G26950"
"21404","S locus-related glycoprotein 1 binding pollen coat protein (SLR1-BP)","AT5G48543"
"21405","UDP-glucoronosyl and UDP-glucosyl transferase","AT3G11340"
"21406","RNA polymerase Rpb5, N-terminal domain","AT3G22320"
"21407","RNA polymerase Rpb5, C-terminal domain","AT3G22320"
"21408","PRA1 family protein","AT2G38360"
"21409","WRKY DNA -binding domain","AT4G39410"
"21410","Glutaredoxin","AT4G15660"
"21411","WD domain, G-beta repeat","AT1G29320"
"21412","Bacterial extracellular solute-binding proteins, family 3","AT5G11210"
"21413","Ligand-gated ion channel","AT5G11210"
"21414","Receptor family ligand binding region","AT5G11210"
"21415","Transmembrane amino acid transporter protein","AT5G02180"
"21416","C1 domain","AT4G02190"
"21417","C1-like domain","AT4G02190"
"21418","Protein of unknown function (DUF688)","AT2G46535"
"21419","ABC transporter","AT3G60160"
"21420","ABC transporter transmembrane region","AT3G60160"
"21421","GIY-YIG catalytic domain","AT2G30350"
"21422","PPR repeat","AT1G11710"
"21423","Glutaredoxin","AT3G02000"
"21424","Galactosyltransferase","AT5G57500"
"21425","Late embryogenesis abundant protein","AT3G20590"
"21426","PsbP","AT3G63540"
"21427","Methyltransferase small domain","AT5G64150"
"21428","Pectinesterase","AT2G21610"
"21429","XS domain","AT1G80790"
"21430","XH domain","AT1G80790"
"21431","XS zinc finger domain","AT1G80790"
"21432","D-mannose binding lectin","AT1G78820"
"21433","PAN-like domain","AT1G78820"
"21434","PLAC8 family","AT5G35525"
"21435","Ras family","AT3G18820"
"21436","GTP1/OBG","AT5G18570"
"21437","Domain of unknown function (DUF1967)","AT5G18570"
"21438","GTPase of unknown function","AT5G18570"
"21439","Xyloglucan endo-transglycosylase (XET) C-terminus","AT4G30270"
"21440","Glycosyl hydrolases family 16","AT4G30270"
"21441","SPFH domain / Band 7 family","AT4G28510"
"21442","Zinc finger, C3HC4 type (RING finger)","AT1G55250"
"21443","Glycosyl hydrolase family 3 C terminal domain","AT5G10560"
"21444","Glycosyl hydrolase family 3 N terminal domain","AT5G10560"
"21445","Ubiquitin-2 like Rad60 SUMO-like","AT5G48700"
"21446","CCT motif","AT3G12890"
"21447","Thaumatin family","AT1G75800"
"21448","MtN3/saliva family","AT4G15920"
"21449","3-oxo-5-alpha-steroid 4-dehydrogenase","AT2G38050"
"21450","Glycosyl hydrolase family 9","AT4G23560"
"21451","PPR repeat","AT5G09450"
"21452","F-box domain","AT2G17310"
"21453","F-box associated","AT2G17310"
"21454","DNA photolyase","AT2G47590"
"21455","FAD binding domain of DNA photolyase","AT2G47590"
"21456","Legume lectin domain","AT1G70110"
"21457","Protein kinase domain","AT1G70110"
"21458","Core histone H2A/H2B/H3/H4","AT3G54560"
"21459","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT3G01210"
"21460","NB-ARC domain","AT4G14370"
"21461","Leucine Rich Repeat","AT4G14370"
"21462","TIR domain","AT4G14370"
"21463","Protein kinase domain","AT3G09830"
"21464","Anticodon-binding domain","AT4G04350"
"21465","tRNA synthetases class I (I, L, M and V)","AT4G04350"
"21466","DnaJ domain","AT1G21660"
"21467","Protein of unknown function (DUF679)","AT5G46090"
"21468","Profilin","AT2G19760"
"21469","SPOC domain","AT5G11430"
"21470","Transcription factor S-II (TFIIS), central domain","AT5G11430"
"21471","Putative snoRNA binding domain","AT5G27140"
"21472","NOP5NT (NUC127) domain","AT5G27140"
"21473","NOSIC (NUC001) domain","AT5G27140"
"21474","NLI interacting factor-like phosphatase","AT3G17550"
"21475","Kinesin motor domain","AT5G47820"
"21476","Dimerisation domain","AT1G77520"
"21477","O-methyltransferase","AT1G77520"
"21478","Plasma-membrane choline transporter","AT3G15380"
"21479","ABC transporter","AT3G47730"
"21480","NAC domain","AT5G13850"
"21481","RNA 2'-phosphotransferase, Tpt1 / KptA family","AT2G45330"
"21482","Protein of unknown function (DUF1296)","AT1G29350"
"21483","PB1 domain","AT5G50640"
"21484","CBS domain","AT5G50640"
"21485","Basic region leucine zipper","AT3G58120"
"21486","Uncharacterized protein family UPF0057","AT1G57550"
"21487","Domain of unknown function (DUF588)","AT4G37235"
"21488","Plant calmodulin-binding domain","AT5G04020"
"21489","EF hand","AT1G18530"
"21490","D-mannose binding lectin","AT1G78830"
"21491","PAN-like domain","AT1G78830"
"21492","Leucine rich repeat N-terminal domain","AT1G60800"
"21493","Leucine Rich Repeat","AT1G60800"
"21494","Protein kinase domain","AT1G60800"
"21495","Protein of unknown function (DUF1223)","AT5G54240"
"21496","PPR repeat","AT2G26790"
"21497","Patched family","AT1G42470"
"21498","Rhomboid family","AT1G18600"
"21499","Protein prenyltransferase alpha subunit repeat","AT3G59380"
"21500","Protein of unknown function (DUF1298)","AT2G38995"
"21501","Uncharacterised protein family (UPF0089)","AT2G38995"
"21502","Membrane transport protein","AT1G76530"
"21503","Thioredoxin","AT5G18120"
"21504","Chlorophyll A-B binding protein","AT2G34420"
"21505","VID27 cytoplasmic protein","AT3G19240"
"21506","Calreticulin family","AT5G61790"
"21507","Legume lectin domain","AT5G03350"
"21508","RNA polymerase Rpb2, domain 6","AT4G21710"
"21509","RNA polymerase Rpb2, domain 7","AT4G21710"
"21510","RNA polymerase beta subunit","AT4G21710"
"21511","RNA polymerase Rpb2, domain 3","AT4G21710"
"21512","RNA polymerase Rpb2, domain 2","AT4G21710"
"21513","RNA polymerase Rpb2, domain 4","AT4G21710"
"21514","RNA polymerase Rpb2, domain 5","AT4G21710"
"21515","Serine carboxypeptidase","AT2G33530"
"21516","EF hand","AT3G03410"
"21517","Protein of unknown function (DUF581)","AT4G17670"
"21518","Arabidopsis proteins of unknown function","AT5G56530"
"21519","Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase","AT3G49360"
"21520","Synaptobrevin","AT5G11150"
"21521","DNA ligase N terminus","AT5G57160"
"21522","ATP dependent DNA ligase domain","AT5G57160"
"21523","ATP dependent DNA ligase C terminal region","AT5G57160"
"21524","BRCA1 C Terminus (BRCT) domain","AT5G57160"
"21525","Mitochondrial small ribosomal subunit Rsm22","AT1G64600"
"21526","Kelch motif","AT2G29810"
"21527","Protein kinase domain","AT5G12090"
"21528","F-box domain","AT5G15620"
"21529","Leucine Rich Repeat","AT5G15620"
"21530","Protein kinase domain","AT1G59580"
"21531","GHMP kinases N terminal domain","AT2G26930"
"21532","GHMP kinases C terminal","AT2G26930"
"21533","NADH-ubiquinone oxidoreductase subunit 10","AT1G49140"
"21534","Ankyrin repeat","AT5G66055"
"21535","Cytochrome c oxidase subunit III","AT2G07687"
"21536","Acyl CoA binding protein","AT1G31812"
"21537","PRONE (Plant-specific Rop nucleotide exchanger)","AT4G38430"
"21538","Ubiquitin carboxyl-terminal hydrolase","AT1G65160"
"21539","PAP2 superfamily","AT3G18220"
"21540","AP2 domain","AT2G23340"
"21541","Putative death-receptor fusion protein (DUF2428)","AT3G55160"
"21542","AP2 domain","AT1G15360"
"21543","Glycosyl hydrolase family 1","AT1G60090"
"21544","Leucine Rich Repeat","AT3G23010"
"21545","Rapid ALkalinization Factor (RALF)","AT3G04735"
"21546","hTAFII28-like protein conserved region","AT4G20280"
"21547","Pectinacetylesterase","AT1G09550"
"21548","Ribosomal protein S21e","AT3G53890"
"21549","Ribosomal protein S21","AT5G63300"
"21550","OB-fold nucleic acid binding domain","AT5G61000"
"21551","Replication factor-A C terminal domain","AT5G61000"
"21552","Replication factor-A protein 1, N-terminal domain","AT5G61000"
"21553","Small hydrophilic plant seed protein","AT3G51810"
"21554","X8 domain","AT5G55180"
"21555","Glycosyl hydrolases family 17","AT5G55180"
"21556","Protein of unknown function (DUF667)","AT3G12300"
"21557","Cathepsin propeptide inhibitor domain (I29)","AT4G35350"
"21558","Papain family cysteine protease","AT4G35350"
"21559","Dof domain, zinc finger","AT1G64620"
"21560","Protein kinase domain","AT2G25880"
"21561","Myb-like DNA-binding domain","AT1G14600"
"21562","Permease family","AT1G49960"
"21563","TraB family","AT5G52030"
"21564","Survival protein SurE","AT4G14930"
"21565","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT3G49430"
"21566","Cytokinin dehydrogenase 1, FAD and cytokinin binding","AT4G29740"
"21567","FAD binding domain","AT4G29740"
"21568","CAP160 repeat","AT4G25580"
"21569","Modifier of rudimentary (Mod(r)) protein","AT3G53120"
"21570","pfkB family carbohydrate kinase","AT5G03300"
"21571","Protein of unknown function (DUF295)","AT2G17690"
"21572","NADH-ubiquinone/plastoquinone oxidoreductase, chain 3","ATCG00440"
"21573","FBD","AT5G44980"
"21574","F-box domain","AT5G44980"
"21575","Transferase family","AT2G25150"
"21576","Leucine rich repeat N-terminal domain","AT5G10290"
"21577","Leucine Rich Repeat","AT5G10290"
"21578","Protein tyrosine kinase","AT5G10290"
"21579","Domain of unknown function (DUF3444)","AT4G27980"
"21580","Ankyrin repeat","AT2G03430"
"21581","GMC oxidoreductase","AT4G28570"
"21582","NnrU protein","AT1G10830"
"21583","Ras family","AT3G16100"
"21584","Cytochrome P450","AT2G46960"
"21585","Ribosomal S17","AT2G05220"
"21586","Protein of unknown function (DUF861)","AT4G10300"
"21587","Glutamine amidotransferase class-I","AT1G24807"
"21588","Cyclin-dependent kinase inhibitor","AT1G49620"
"21589","F-box domain","AT2G43440"
"21590","F-box associated","AT2G43440"
"21591","Helix-loop-helix DNA-binding domain","AT4G02590"
"21592","Triose-phosphate Transporter family","AT4G18220"
"21593","Spermine/spermidine synthase","AT1G70310"
"21594","Surface antigen","AT5G05520"
"21595","Surface antigen variable number repeat","AT5G05520"
"21596","Aconitase family (aconitate hydratase)","AT2G05710"
"21597","Aconitase C-terminal domain","AT2G05710"
"21598","Protein of unknown function (DUF3537)","AT3G20300"
"21599","Multicopper oxidase","AT4G28090"
"21600","X8 domain","AT5G18220"
"21601","Glycosyl hydrolases family 17","AT5G18220"
"21602","Elongation factor Tu GTP binding domain","AT1G56070"
"21603","Elongation factor G, domain IV","AT1G56070"
"21604","Elongation factor G C-terminus","AT1G56070"
"21605","Elongation factor Tu domain 2","AT1G56070"
"21606","DEAD/DEAH box helicase","AT2G28600"
"21607","Calcineurin-like phosphoesterase","AT1G03445"
"21608","Kelch motif","AT1G03445"
"21609","Protein of unknown function (DUF784)","AT3G30247"
"21610","DNA ligase N terminus","AT1G66730"
"21611","ATP dependent DNA ligase domain","AT1G66730"
"21612","DNA repair metallo-beta-lactamase","AT1G66730"
"21613","ATP dependent DNA ligase C terminal region","AT1G66730"
"21614","Protein phosphatase 2C","AT3G63320"
"21615","Dirigent-like protein","AT3G13662"
"21616","Protein kinase domain","AT5G58350"
"21617","Chlorophyll A-B binding protein","AT1G19150"
"21618","Protein of unknown function (DUF1070)","AT5G24105"
"21619","Adenylate kinase","AT3G60961"
"21620","1,3-beta-glucan synthase component","AT4G03550"
"21621","Leucine rich repeat N-terminal domain","AT3G47570"
"21622","Leucine Rich Repeat","AT3G47570"
"21623","Protein kinase domain","AT3G47570"
"21624","EamA-like transporter family","AT5G38380"
"21625","Polyprenyl synthetase","AT2G23800"
"21626","RNA dependent RNA polymerase","AT1G14790"
"21627","Retinal pigment epithelial membrane protein","AT3G14440"
"21628","Sulfotransferase domain","AT1G13430"
"21629","Transmembrane amino acid transporter protein","AT2G38120"
"21630","Pyruvate kinase, alpha/beta domain","AT5G56350"
"21631","Pyruvate kinase, barrel domain","AT5G56350"
"21632","Domain of unknown function (DUF296)","AT2G42940"
"21633","Protein kinase domain","AT2G40730"
"21634","Helix-loop-helix DNA-binding domain","AT2G42300"
"21635","Ribosome-binding factor A","AT4G34730"
"21636","LIM domain","AT2G39830"
"21637","Protein of unknown function (DUF3633)","AT2G39830"
"21638","HEAT repeat","AT1G27210"
"21639","Polyprenyl synthetase","AT3G14510"
"21640","NPH3 family","AT3G49900"
"21641","Protein of unknown function (DUF1644)","AT1G68140"
"21642","Hs1pro-1 N-terminus","AT3G55840"
"21643","Hs1pro-1 protein C-terminus","AT3G55840"
"21644","PPR repeat","AT5G21222"
"21645","Protein kinase domain","AT5G21222"
"21646","Thioesterase superfamily","AT1G48320"
"21647","Thioredoxin","AT4G12170"
"21648","Zinc finger C-x8-C-x5-C-x3-H type (and similar)","AT5G44260"
"21649","AP2 domain","AT2G20350"
"21650","Cyclin-dependent kinase regulatory subunit","AT2G27960"
"21651","SRF-type transcription factor (DNA-binding and dimerisation domain)","AT5G06500"
"21652","F-box associated","AT5G39540"
"21653","haloacid dehalogenase-like hydrolase","AT5G57440"
"21654","F-box domain","AT2G16300"
"21655","No apical meristem (NAM) protein","AT1G34190"
"21656","Leucine Rich Repeat","AT5G35926"
"21657","Tubulin/FtsZ family, GTPase domain","AT1G04820"
"21658","Tubulin C-terminal domain","AT1G04820"
"21659","Protein of unknown function (DUF506)","AT4G14620"
"21660","Protein of unknown function, DUF573","AT2G20613"
"21661","Cupin","AT1G72610"
"21662","Core histone H2A/H2B/H3/H4","AT3G53730"
"21663","Protein of unknown function (DUF2012)","AT2G25310"
"21664","Protein of unknown function (DUF3223)","AT2G40030"
"21665","RNA polymerase Rpb1, domain 2","AT2G40030"
"21666","RNA polymerase Rpb1, domain 5","AT2G40030"
"21667","RNA polymerase Rpb1, domain 1","AT2G40030"
"21668","RNA polymerase Rpb1, domain 3","AT2G40030"
"21669","ABC transporter","AT1G65410"
